deoxyguanosine transport via diffusion (extracellular to periplasm)	DGSNtex	
Glycerol dehydrogenase	GLYCDx	
5-nucleotidase (AMP)	NTD7	
5-nucleotidase (AMP)	NTD7pp	
oxygen transport via diffusion (extracellular to periplasm)	O2tex	
phosphoglycerate dehydrogenase	PGCD	
glucose 6-phosphate transport via diffusion (extracellular to periplasm)	G6Ptex	
Lactose transport via diffusion (extracellular to periplasm)	LCTStex	
phospho-L-threonine phosphatase (periplasmic)	PTHRpp	
2-Oxo-4-methyl-3-carboxypentanoate decarboxylation	OMCDC	
L-xylulose transport in via proton symport (periplasm)	XYLUt2pp	
Oxygen Independent coproporphyrinogen-III oxidase	CPPPGO2	
L-histidine transport via ABC system (periplasm)	HISabcpp	
Amylomaltase (maltopentaose)	AMALT3	
nitrate transport via diffusion (extracellular to periplasm)	NO3tex	
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)	3HAD161	
pyruvate kinase	PYK	
Cuprous Oxidase (Cu+1)	CU1Opp	
mercury (Hg+2) transport out via proton antiport (periplasm)	HG2t3pp	
guanosine transport in via proton symport (periplasm)	GSNt2pp	
orotate phosphoribosyltransferase	ORPT	
L-threonine efflux transport via proton antiport (periplasm)	THRt2pp	
pyruvate transport via diffusion (extracellular to periplasm)	PYRtex	
putrescine transport via diffusion (extracellular to periplasm)	PTRCtex	
L-tryptophan transport via diffusion (extracellular to periplasm)	TRPtex	
Fe(III)hydroxamate reductase	FE3HOXR1	
Fe(III)hydroxamate reductase	FE3HOXR2	
Fe(III)hydroxamate reductase	FE3HOXR3	
"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)"	LPLIPAL2A161	
methanesulfonate transport via ABC system (periplasm)	MSO3abcpp	
agmatinase	AGMT	
Malonyl-CoA methyltransferase	MALCOAMT	
"phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)"	PGPP161pp	
acyl-CoA dehydrogenase (dodecanoyl-CoA)	ACOAD5f	
Fumarate transport via proton symport (3 H) (periplasm)	FUMt2_3pp	
ribose 1-phosphokinase	R1PK	
shikimate kinase	SHKK	
Rhamnulose-1-phosphate aldolase	RMPA	
aldose reductase (acetol)	ALR4x	
"2,3-cyclic-nucleotide phosphodiesterase (GMP) (periplasm)"	23PDE9pp	
ethanol reversible transport via diffusion (periplasm)	ETOHtrpp	
GTP transport via diffusion (extracellular to periplasm)	GTPtex	
Nucleoside triphosphate pyrophosphorylase (gtp)	NTPP2	
acetoacetate transport via proton symport  (periplasm)	ACACt2pp	
formyltetrahydrofolate deformylase	FTHFD	
formate dehydrogenase (quinone-8) (periplasm)	FDH4pp	
Galactitol-1-phosphate dehydrogenase	GLTPD	
L-ascorbate 6-phosphate lactonase	ASCBPL	
Phosphatidylglycerol synthase (n-C14:1)	PGSA141	
2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm)	MANGLYCptspp	
sulfate transport in via proton symport (periplasm to cytoplasm)	SO4t2pp	
uracil phosphoribosyltransferase	UPPRT	
Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)	GPDDA5	
Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)	GPDDA5pp	
guanylate cyclase	GUACYC	
UDP-D-glucuronate transport via diffusion (extracellular to periplasm)	UDPGLCURtex	
Biotin transport via diffusion (extracellular to periplasm)	BTNtex	
23cAMP transport via diffusion (extracellular to periplasm)	23CAMPtex	
cobalt (Co+2) transport out via proton antiport (periplasm)	COBALT2t3pp	
23cGMP transport via diffusion (extracellular to periplasm)	23CGMPtex	
"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)"	LPLIPAL1G160pp	
"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)"	PLIPA1A160pp	
FMNH2-dependent monooxygenase (butanesulfonate)	FDMO4	
Cyanide sulfurtransferase	CYANST	
"phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)"	PG161abcpp	
L-asparate transport via proton symport (3 H) (periplasm)	ASPt2_3pp	
homocysteine S-methyltransferase	HCYSMT	
insosine kinase	INSK	
pantothenate kinase	PNTK	
"2,3-diaminopropionate transport via diffusion"	23DAPPAtex	
L-serine via sodium symport (periplasm)	SERt4pp	
glutamine-fructose-6-phosphate transaminase	GF6PTA	
glycerol-3-phosphate acyltransferase (C16:0)	G3PAT160	
"aldehyde dehydrogenase (acetaldehyde, NADP)"	ALDD2y	
4-Hydroxy-L-threonine synthase	4HTHRS	
"phosphatidate transport via ABC system (n-C16:1, periplasm)"	PA161abcpp	
guanosine kinase	GSNK	
aspartate kinase	ASPK	
thiamine-phosphate kinase	TMPK	
hydroxyacylglutathione hydrolase	GLYOX	
Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	TTDCEAtexi	
N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	ACGAtex	
"guanosine-5-triphosphate,3-diphosphate diphosphatase"	GTPDPDP	
arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	ACOLIPAabctex	
"alpha,alpha-trehalase"	TREH	
methylenetetrahydrofolate dehydrogenase (NADP)	MTHFD	
serine O-acetyltransferase	SERAT	
beta-alanine transport via diffusion (extracellular to periplasm)	BALAtex	
crotonobetaine transport via ABC system (periplasm)	CTBTabcpp	
Tetracycline transport via diffusion (extracellular to periplasm)	TTRCYCtex	
galactokinase	GALKr	
allantoin transport in via proton symport (periplasm)	ALLTNt2rpp	
coprogen Fe-loading reaction (spontaneaous)	CPGNexs	
phosphomannomutase	PMANM	
4-aminobutyrate transaminase	ABTA	
inositol transport via diffusion (extracellular to periplasm)	INSTtex	
Thiocyanate transport via diffusion (extracellular to periplasm)	TCYNTtex	
UDP-N-acetyl-D-mannosaminuronic acid transferase	ACMAMUT	
GDP-mannose mannosyl hydrolase	GDPMNH	
1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)	AGPAT120	
D-galactose transport via ABC system (periplasm)	GALabcpp	
maltohexaose transport via ABC system (periplasm)	MALTHXabcpp	
L-cysteine export via ABC system (cytoplasm to periplasm)	CYSabc2pp	
3-deoxy-D-manno-octulosonic acid transferase	MOAT	
3-deoxy-D-manno-octulosonic acid transferase	MOAT2	
transketolase	TKT1	
transketolase	TKT2	
"O16 antigen (flippase, cytoplasm to periplasm)"	O16AUNDtpp	
glycerol-3-phosphate dehydrogenase (menaquinone-8)	G3PD6	
selenate reductase	SELR	
alanyl aminopeptidase (cys-gly)	AMPTASECG	
ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	RNDR1b	
alcohol dehydrogenase (ethanol)	ALCD2x	
diacylglycerol kinase (n-C14:1)	DAGK141	
"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)"	DHAD2	
ethanesulfonate transport via diffusion (extracellular to periplasm)	ETHSO3tex	
Heme O synthase	HEMEOS	
Glucose-1-phosphatase	G1PPpp	
glycerol transport via channel (periplasm)	GLYCtpp	
N-acetylmuramate transport via diffusion (extracellular to periplasm)	ACMUMtex	
acylphosphatase (C14:0)	APH140	
2-dehydro-L-gulonate reductase (NADH)	2DGULRx	
acetaldehyde reversible transport (periplasm)	ACALDtpp	
Cytidine hydrolase	CYTDH	
L-phenylalanine transport via diffusion (extracellular to periplasm)	PHEtex	
fatty-acid-CoA thioesterase (hexanoate)	FACOAE60	
"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)"	MTHTHFSs	
L-galactonate transport via proton symport (periplasm)	GALCTNLt2pp	
"phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)"	PE161abcpp	
Trimethylamine N-oxide reductase (menaquinol 8)	TMAOR1	
glutaminase	GLUN	
glutaminase	GLUNpp	
nitrite Reductase (NADH)	NTRIR2x	
GMP transport via diffusion (extracellular to periplasm)	GMPtex	
"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)"	LPLIPAL1E180pp	
Proline dehydrogenase	PROD2	
glycerol 2-phosphate phosphatase (periplasmic)	G2PPpp	
heptosyltransferase II (LPS core synthesis)	HEPT2	
asparagine synthetase	ASNS2	
undecaprenyl-diphosphatase	UDCPDP	
aerobactin secretion (to periplasm)	ARBTNtpp	
"phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)"	PGP140abcpp	
3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	3OAS181	
CDP-Diacylglycerol pyrophostatase (n-C16:1)	CDAPPA161	
ferroxamine reductase	FEOXAMR1	
ferroxamine reductase	FEOXAMR2	
ferroxamine reductase	FEOXAMR3	
Sink needed to allow 5-deoxyribose to leave system	DM_5DRIB	
3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)	3OAR181	
"D-glucarate transport via proton symport, reversible (periplasm)"	GLCRt2rpp	
3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)	3OAR100	
"3,5-bisphosphate nucleotidase"	BPNT	
acetyl-CoA:acetoacetyl-CoA transferase	ACACCT	
D-lactate transport via proton symport (periplasm)	D-LACt2pp	
3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	3OAS100	
succinate:aspartate antiporter (periplasm)	SUCASPtpp	
3-Dimethylubiquinonol 3-methyltransferase	DMQMT	
phosphatidylglycerol phosphate phosphatase (n-C16:1)	PGPP161	
adenylyl-sulfate kinase	ADSK	
glycerol-3-phosphate acyltransferase (C18:1)	G3PAT181	
UDPglucose--hexose-1-phosphate uridylyltransferase	UGLT	
D-glucosamine transport via PEP:Pyr PTS (periplasm)	GAMptspp	
"tetrapeptide L,D-carboxypeptidase"	4PCP	
"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)"	AGM4PCPpp	
Undecaprenyl diphosphate synthase	UDCPDPS	
NADPH Quinone Reductase (Ubiquinone-8)	NADPHQR2	
Lipoate transport via proton symport (periplasm)	LIPOt2pp	
Decanoate transport via diffusion (extracellular to periplasm)	DCAtex	
"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)"	LPLIPAL2A180	
Malonyl-CoA-ACP transacylase	MCOATA	
methylglyoxal synthase	MGSA	
Amylomaltase (maltotetraose)	AMALT2	
melibiose transport via diffusion (extracellular to periplasm)	MELIBtex	
CDP-Diacylglycerol pyrophostatase (n-C14:1)	CDAPPA141	
pyrimidine oxygenase	PYROX	
S-methyl-L-methionine transport via diffusion (extracellular to periplasm)	MMETtex	
thiamine transport via ABC system (periplasm)	THMabcpp	
acetylglutamate kinase	ACGK	
Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm)	GLCDpp	
rhamnosyltransferase I (LPS core biosynthesis)	RHAT1	
arabinose-5-phosphate isomerase	A5PISO	
fructose 6-phosphate aldolase	F6PA	
transaldolase	TALA	
Butyrate transport via diffusion (extracellular to periplasm)	BUTtex	
fatty-acid-CoA thioesterase (hexadecenoate)	FACOAE161	
phosphopentomutase 2 (deoxyribose)	PPM2	
L-cysteine sulfinic acid desulfurase	CYSSADS	
Urea transport via facilitate diffusion (periplasm)	UREAtpp	
NAD kinase	NADK	
N-methyltryptophan oxidase	MTRPOX	
uracil transport via diffusion (extracellular to periplasm)	URAtex	
acyl-[acyl-carrier-protein] synthetase  (n-C18:0)	AACPS6	
Dihydroneopterin triphosphate pyrophosphatase	DNTPPA	
"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)"	PLIPA1A141pp	
N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase	AGM3PA	
fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling)	FACOAL141t2pp	
chloride transport out via proton antiport (2:1) (periplasm)	CLt3_2pp	
Fe(III)hydroxamate unloaded secretion (extracellular)	FE3HOXUtpp	
"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)"	DDGLCNt2rpp	
glycolate transport via diffusion (extracellular to periplasm)	GLYCLTtex	
nucleoside-triphosphatase (dITP)	NTP11	
L-alanyl-gamma-L-glutamate peptidase	LALGP	
L-threonine deaminase	THRD_L	
cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)	CYTBO3_4pp	
Octanoate non-lipoylated apo domain ligase	OCTNLL	
acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)	ACPPAT180	
"cardiolipin hydrolase (periplasm, n-C16:0)"	CLPNH160pp	
sulfoacetate transport via ABC system (periplasm)	SULFACabcpp	
3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	3OAS80	
Arbutin 6-phosphate glucohydrolase	AB6PGH	
Glycine Cleavage System	GLYCL	
"2,3-cyclic-nucleotide phosphodiesterase (UMP) (periplasm)"	23PDE2pp	
Sink needed to allow p-Cresol to leave system	DM_4CRSOL	
Phosphatidate phosphatase (n-C14:0)	PAPA140	
N-acetylornithine deacetylase	NACODA	
L-ascorbate transport via PEP:Pyr PTS (periplasm)	ASCBptspp	
ferroxamine (minus Fe3) secretion (to extracellular)	FEOXAMUtex	
"2,3-dihydroxycinnamate 1,2-dioxygenase"	DHCINDO	
geranyltranstransferase	GRTT	
inorganic triphosphatase	PPA2	
sodium transport via diffusion (extracellular to periplasm)	NAtex	
enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)	EAR121y	
propanal transport via channel (periplasm)	PPALtpp	
Lipoate-ATP adenylate transferase	LIPATPT	
adentylate kinase (ITP)	ADK4	
3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)	ECOAH7	
xanthine reversible transport (periplasm)	XANtpp	
CDP-diacylglycerol synthetase (n-C14:1)	DASYN141	
UTP-glucose-1-phosphate uridylyltransferase (irreversible)	GALUi	
deoxyuridine kinase (ATP:Deoxyuridine)	DURIK1	
deoxyadenylate kinase	DADK	
"ferric 2,3-dihydroxybenzoylserine transport via ABC system (periplasm)"	FE3DHBZSabcpp	
orotidine-5-phosphate decarboxylase	OMPDC	
ethanolamine transport in via proton symport	ETHAt2pp	
"cardiolipin hydrolase (periplasm, n-C12:0)"	CLPNH120pp	
glycerol transport via diffusion (extracellular to periplasm)	GLYCtex	
Crotonobetaine-CoA Ligase	CTBTCAL2	
diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)	DHPPDA2	
fatty-acid-CoA thioesterase (tetradecenoate)	FACOAE141	
2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)	2AGPG160tipp	
fructoselysine transporter via diffusion (extracellular)	FRULYStex	
5-dehydro-D-gluconate reductase	5DGLCNR	
aminopeptidase (pro-gly)	AMPTASEPG	
3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA)	ECOAH3	
Threonyl-tRNA synthetase	THRTRS	
ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	RNDR2b	
Aspartyl-tRNA synthetase	ASPTRS	
agmatine transport via diffusion (extracellular to periplasm)	AGMtex	
"hexanoate transport via proton symport, reversible (periplasm)"	HEXt2rpp	
"(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)"	12PPDRtex	
hexokinase (D-fructose:ATP)	HEX7	
ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	RNTR3c2	
deoxyinosine transport via diffusion (extracellular to periplasm)	DINStex	
"Phosphatidate phosphatase (periplasmic, n-C18:0)"	PAPA180pp	
CMP transport via diffusion (extracellular to periplasm)	CMPtex	
cytosine transport via diffusion (extracellular to periplasm)	CSNtex	
Methylmalonyl-CoA decarboxylase	MMCD	
"phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)"	PGPP141pp	
L-Lactate dehydrogenase (menaquinone)	L-LACD3	
Fructoselysine Kinase	FRULYSK	
xanthine dehydrogenase	XAND	
Succintate transport via proton symport (3 H) (periplasm)	SUCCt2_3pp	
sodium transport out via proton antiport (cytoplasm to periplasm)	NAt3pp	
Phosphatidylglycerol synthase (n-C18:0)	PGSA180	
3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)	3OAR60	
"phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)"	PE141abcpp	
L-Lactate dehydrogenase (ubiquinone)	L-LACD2	
2-isopropylmalate hydratase	IPPMIb	
2-Dehydro-L-gulonate reductase to gluconate (NADH)	2DGULRGx	
"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)"	LPLIPAL1A181pp	
"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)"	LPLIPAL1E140pp	
"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)"	LPLIPAL2A160	
gamma-hydroxybutyrate dehydrogenase (NADH)	GHBDHx	
isethionate transport via ABC system (periplasm)	ISETACabcpp	
fatty-acid-CoA thioesterase (octadecanoate)	FACOAE180	
L-2-amino-3-oxobutanoate decarboxylation (spontaneous)	AOBUTDs	
anthranilate synthase	ANS	
3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	HACD4	
"murein D,D-endopeptidase (murein3px4p) (periplasm)"	MDDEP2pp	
acyl-[acyl-carrier-protein] synthetase  (n-C16:1)	AACPS4	
L-isoleucine reversible transport via proton symport (periplasm)	ILEt2rpp	
"2,3-dihydroxybenzoate adenylate synthase"	DHBS	
acetyl-CoA C-acetyltransferase	ACACT1r	
dTMP transport via diffusion (extracellular to periplasm)	DTMPtex	
5-nucleotidase (dIMP) (periplasm)	NTD12pp	
Uridine hydrolase	URIH	
Succinylarginine dihydrolase	SADH	
"cardiolipin hydrolase (periplasm, n-C14:1)"	CLPNH141pp	
D(-)-tartrate dehydratase	DTARTD	
acyl-(acyl carrier protein):phosphate acyltransferase (C16:1)	ACPPAT161	
L-asparaginase	ASNN	
L-asparaginase	ASNNpp	
NADPH Quinone Reductase (2-Demethylmenaquinone-8)	NADPHQR4	
anthranilate phosphoribosyltransferase	ANPRT	
8-amino-7-oxononanoate synthase	AOXSr2	
dUTP diphosphatase	DUTPDP	
"D-galactarte transport via proton symport, reversible (periplasm)"	GALCTt2rpp	
protoheme transport irreversible out via diffusion (periplasm to extracellular)	PHEMEtiex	
3-nucleotidase (AMP) (periplasm)	3NTD7pp	
UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase	ACGAMT	
h2s transport via diffusion (extracellular to periplasm)	H2Stex	
L-fucose isomerase	FCI	
Endotoxin Synthesis (myristoyl transferase)	EDTXS2	
Endotoxin Synthesis (myristoyl transferase)	EDTXS4	
2-oxopent-4-enoate hydratase	OP4ENH	
diacylglycerol kinase (n-C18:0)	DAGK180	
L-aspartate transport via ABC system (periplasm)	ASPabcpp	
L-lysine transport in via proton symport (periplasm)	LYSt2pp	
glycogen synthase (ADPGlc)	GLCS1	
ribonucleoside-diphosphate reductase (GDP)	RNDR2	
"uridine transport in via proton symport, reversible (periplasm)"	URIt2rpp	
glycerol-3-phosphate dehydrogenase (ubiquinone-8)	G3PD5	
magnesium (Mg+2) transport in/out via proton antiport (periplasm)	MG2t3_2pp	
"phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)"	PG120abcpp	
"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)"	HCINNMt2rpp	
FMNH2-dependent monooxygenase (sulfoacetate)	FDMO6	
malonic semialdehyde reductase	MSAR	
Orotate transport via proton symport (2 H) (periplasm)	OROTt2_2pp	
Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)	GPDDA3	
Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)	GPDDA3pp	
"aconitase (half-reaction A, Citrate hydro-lyase)"	ACONTa	
Erythrose 4-phosphate dehydrogenase	E4PD	
"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"	DHBD	
L-alanyl-gamma-glutamate epimerase	ALAGLUE	
Aspartate transport via proton symport (2 H) (periplasm)	ASPt2_2pp	
"Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)"	PLIPA2G141pp	
acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1)	APG3PAT181	
Pyridoxal 5-phosphate phosphatase	PYDXPP	
L-glutamate transport via diffusion (extracellular to periplasm)	GLUtex	
3-hydroxycinnamate hydroxylase	3HCINNMH	
diacetylchitobiose-6-phosphate hydrolase	DC6PH	
pantetheine-phosphate adenylyltransferase	PTPATi	
2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0)	2AGPGAT120	
Nucleoside triphosphate pyrophosphorylase (ctp)	NTPP4	
alpha-amylase	AAMYL	
3-methyl-2-oxobutanoate hydroxymethyltransferase	MOHMT	
selenite transport via proton symport (periplasm)	SLNTtpp	
2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)	2AGPG140tipp	
pyridoxine 5-phosphate oxidase	PDX5POi	
D-galacturonate transport via diffusion (extracellular to periplasm)	GALURtex	
L-leucine transport via ABC system (periplasm)	LEUabcpp	
L-asparagine reversible transport via proton symport (periplasm)	ASNt2rpp	
isethionate transport via diffusion (extracellular to periplasm)	ISETACtex	
FMNH2-dependent monooxygenase	FDMO	
SUF [4Fe-4S] Transfer	S4FE4ST	
L-galactonate transport via diffusion (extracellular to periplasm)	GALCTNLtex	
flavin reductase (NAD)	FLVRx	
Cobinamide adenyltransferase	CBIAT	
Trimethylamine N-oxide reductase (menaquinol 8) (periplasm)	TMAOR1pp	
purine-nucleoside phosphorylase (Inosine)	PUNP5	
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm)	2AGPE160tipp	
Allulose 6-phosphate epimerase	ALLULPE	
Deoxyadenosine deaminase	DADA	
malic enzyme (NADP)	ME2	
glucuronate isomerase (D-glucuronate)	GUI1	
Ferrichrome reductase	FECRMR1	
Ferrichrome reductase	FECRMR2	
Ferrichrome reductase	FECRMR3	
Octadecenoate (n-C18:1) transport via facilitated irreversible diffusion (extracellular to periplasm)	OCDCEAtexi	
Guanine transport via diffusion (extracellular to periplasm)	GUAtex	
ammonia transport via diffusion (extracellular to periplasm)	NH4tex	
Novobiocin transport via diffusion (extracellular to periplasm)	NOVBCNtex	
D-mannonate hydrolyase	MNNH	
thioredoxin reductase (NADPH)	TRDR	
aspartate transaminase	ASPTA	
succinate transport out via proton antiport (periplasm)	SUCCt3pp	
Cyanate transport via diffusion (extracellular to periplasm)	CYNTtex	
GDP-4-dehydro-6-deoxy-D-mannose epimerase	GDMANE	
UDP-L-Ara4N formyltransferase	ULA4NFT	
ISC [4Fe-4S] Reduction	I4FE4SR	
NO transport (diffusion)	NOtpp	
D-fructose transport via diffusion (extracellular to periplasm)	FRUtex	
nickel transport via diffusion (extracellular to periplasm)	NI2tex	
acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)	ACACT6r	
flavin reductase	FLVR	
"Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)"	PLIPA2E120pp	
Carbamate kinase	CBMKr	
fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling)	FACOAL160t2pp	
acyl-(acyl carrier protein):phosphate acyltransferase (C12:0)	ACPPAT120	
"1,4-dihydroxy-2-napthoyl-CoA thioesterase"	DHNCOAT	
3GMP transport via diffusion (extracellular to periplasm)	3GMPtex	
murein lytic transglycosylase (murein4p4p) (periplasm)	MLTGY1pp	
ferroxamine transport via ton system (extracellular)	FEOXAMtonex	
3-deoxy-manno-octulosonate cytidylyltransferase	KDOCT2	
L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)	PROGLYabcpp	
glucosamine-1-phosphate N-acetyltransferase	G1PACT	
3-Oxo-glutaryl-[ACP] methyl ester reductase	OGMEACPR	
3-hydroxypropionate transport via proton symport (periplasm)	3HPPtpp	
Valyl-tRNA synthetase	VALTRS	
D-ribose transport via ABC system (periplasm)	RIBabcpp	
Nucleoside triphosphate pyrophosphorylase (dctp)	NTPP3	
fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling)	FACOAL80t2pp	
"2,3-dehydroadipyl-CoA hydratase"	DHACOAH	
CO2 transport via diffusion (extracellular to periplasm)	CO2tex	
GMP synthase	GMPS2	
Aminobutyraldehyde dehydrogenase	ABUTD	
phosphoglucomutase	PGMT	
CDP-diacylglycerol synthetase (n-C18:0)	DASYN180	
"nitrite transport in via proton symport, reversible (periplasm)"	NO2t2rpp	
phosphoribosyl-ATP pyrophosphatase	PRATPP	
Glycolaldehyde dehydrogenase	GCALDD	
nucleoside-diphosphate kinase (ATP:dADP)	NDPK8	
glycero-3-phosphocholine transport via diffusion (extracellular to periplasm)	G3PCtex	
5-nucleotidase (dTMP)	NTD5	
5-nucleotidase (dTMP)	NTD5pp	
N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)	ACGAL1Ptex	
acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0)	APG3PAT140	
O16 anitgen (x4) ligase (periplasm)	O16A4Lpp	
molybdopterin cytidine dinucleotide synthase	MOCDS	
inosine transport in via proton symport (periplasm)	INSt2pp	
GTP diphosphokinase	GTPDPK	
L-cysteine transport via diffusion (extracellular to periplasm)	CYStex	
succinate transport via proton symport (2 H) (periplasm)	SUCCt2_2pp	
"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:0)"	12DGR160tipp	
fructose-bisphosphatase	FBP	
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm)	2AGPE161tipp	
Fusidic acid transport via diffusion (extracellular to periplasm)	FUSAtex	
dIMP transport via diffusion (extracellular to periplasm)	DIMPtex	
glucosamine-6-phosphate deaminase	G6PDA	
L-proline reversible transport via proton symport (periplasm)	PROt2rpp	
tryptophan synthase (indole)	TRPS2	
Copper (Cu+2) ABC transporter (periplasm)	CU2abcpp	
CDP-diacylglycerol synthetase (n-C16:1)	DASYN161	
Dimethyl sulfoxide transport via diffusion (periplasm)	DMSOtpp	
ISC [2Fe-2S] Synthesis II	I2FE2SS2	
lactaldehyde dehydrogenase	LCADi	
phosphatidylglycerol phosphate phosphatase (n-C18:0)	PGPP180	
molybdopterin guanine dinucleotide synthase	MOGDS	
phosphoribosylglycinamide formyltransferase	GARFT	
L-isoleucine transport via ABC system (periplasm)	ILEabcpp	
ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	RNDR4b	
N-acetyl-D-mannosamine transport via PTS  (periplasm)	ACMANAptspp	
O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	OHPBAT	
NMN transport via diffusion (extracellular to periplasm)	NMNtex	
L-arabinose transport via proton symport (periplasm)	ARBt2rpp	
Cyanate aminohydrolase	CYNTAH	
nitric oxide dioxygenase	NODOx	
nitric oxide dioxygenase	NODOy	
Malate transport via proton symport (2 H) (periplasm)	MALt2_2pp	
hydrogen transport via diffusion (extracellular to periplasm)	H2tex	
Maltodextrin glucosidase (maltoheptaose)	MLTG5	
threonine synthase	THRS	
Alanyl-tRNA synthetase	ALATRS	
Malate dehydrogenase (ubiquinone 8 as acceptor)	MDH2	
mannose-1-phosphate guanylyltransferase (GDP)	MAN1PT2	
D-xylose transport via ABC system (periplasm)	XYLabcpp	
L-rhamnose transport via diffusion (extracellular to periplasm)	RMNtex	
4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	4HOXPACDtex	
hydrogen transport diffusion (periplasm)	H2tpp	
Octaprenyl-hydroxybenzoate decarboxylase	OPHBDC	
arsenite efflux via ATP hydrolysis (periplasm)	ASO3t8pp	
D-glucuronat transport via diffusion (extracellular to periplasm)	GLCURtex	
phospho-L-tyrosine phosphatase (periplasmic)	TYRPpp	
glucose transport via diffusion (extracellular to periplasm)	GLCtex	
acetoacetate transport via diffusion (extracellular to periplasm)	ACACtex	
